h3_index,center_lat,center_lon,h3_lat,h3_lon,violation_count,unique_vehicles,avg_severity,avg_vehicle_weight,multi_violation_pct,top_violation,top_vehicle,police_station,peak_hour,primary_road,highway_type,violations_per_day,boundary,avg_delta_v,avg_delta_v_pct,avg_time_loss,cpi,risk_level,enforcement_priority,velocity_recovery_per_violation
8861892e6bfffff,12.992400966666667,77.70594096666667,12.99304849272613,77.70867736777149,6,6,0.2523333333333333,0.8166666666666665,0.0,NO PARKING,CAR,Mahadevapura,2,Graphite India Road,primary,0.04,"[(12.99053726140029, 77.71285258464519), (12.995528232649203, 77.71293852020797), (12.998039330565508, 77.70876323244197), (12.995559530442092, 77.70450227753895), (12.99056879172834, 77.70441648661719), (12.988057620600506, 77.70859150596316)]",5.580665119876257,11.666666666666666,0.16907980941856163,0.273,High,0.08377039280036636,0.9301108533127095
8860145a4bfffff,12.91976805,77.55882661666666,12.918765815421153,77.55570637101178,6,6,0.24699999999999997,0.48333333333333334,0.0,WRONG PARKING,SCOOTER,Banashankari,5,Puttalingaiah Road,secondary,0.04,"[(12.916257145546178, 77.55987467046839), (12.921244422782014, 77.55995796440996), (12.923752959061147, 77.55578959426148), (12.921274291850498, 77.55153819946729), (12.916287248739724, 77.55145504967537), (12.913778638712374, 77.55562315053382)]",5.579040989945864,14.166666666666671,0.2588088352212948,0.2549,High,0.083746323239335,0.9298401649909773
886016961bfffff,13.0817536934605,77.54816930262938,13.083345770004588,77.55003014908033,7,7,0.2962857142857143,0.5714285714285714,0.14285714285714285,NO PARKING,CAR,Yelahanka,5,Singapura Main Road,tertiary,0.04666666666666667,"[(13.080841781951515, 77.55420045577576), (13.085827692906685, 77.55428369702895), (13.088331546165154, 77.5501133195723), (13.085849563359515, 77.54585997048304), (13.080863886449766, 77.54577687351782), (13.078359958298064, 77.54994698135971)]",6.496842890288365,14.285714285714283,0.23213163972641085,0.2353,Medium,0.1260970655986769,0.9281204128983378
8860145a17fffff,12.936676180000001,77.51800458,12.941335135684767,77.51819743653286,5,5,0.44239999999999996,0.6,0.0,WRONG PARKING,SCOOTER,Byatarayanapura,6,Mysore Road,trunk,0.03333333333333333,"[(12.938828207887466, 77.52236458340494), (12.94381428141488, 77.52244724124301), (12.946321075280029, 77.5182800237099), (12.943841869769905, 77.51403041791666), (12.938856030723148, 77.51394790414513), (12.936349162703715, 77.51811485210611)]",4.59095127610209,14.000000000000005,0.30082266395106727,0.3114,Critical,0.06892534598277275,0.918190255220418
8860169051fffff,13.184216300000001,77.69018733333333,13.180236659427266,77.69079773976567,6,6,0.238,0.6999999999999998,0.0,WRONG PARKING,CAR,Chikkajala,23,unknown,tertiary,0.04,"[(13.177731093259457, 77.69497480511276), (13.182720144661117, 77.69506048617869), (13.185225576003328, 77.69088334987245), (13.182742030526969, 77.6866208013702), (13.177753211679931, 77.68653526507202), (13.175247705752327, 77.69071213251411)]",5.383294663573086,15.0,0.30326109940714396,0.2315,Medium,0.08084536805026712,0.8972157772621809
8861892cedfffff,13.05282032,77.63134352,13.053182705489467,77.63379893304234,5,4,0.39339999999999997,0.5599999999999999,0.0,NO PARKING,SCOOTER,Hennuru,5,Thanisandra Main Road,primary,0.03333333333333333,"[(13.050675366061657, 77.63797207698173), (13.055663825095381, 77.6380567454628), (13.05817103033382, 77.63388353068459), (13.05568985065938, 77.62962591644745), (13.050701624861095, 77.62954139245794), (13.048194345499546, 77.63371433821973)]",4.397772621809745,10.000000000000002,0.1578512888349688,0.282,Critical,0.06606244362352594,0.8795545243619489
8861892e13fffff,12.988726159999999,77.66355791999999,12.9857327108403,77.66216283282091,5,5,0.16919999999999996,0.54,0.0,WRONG PARKING,SCOOTER,Banaswadi,2,Varthuru Road,residential,0.03333333333333333,"[(12.983222675096087, 77.66633615860084), (12.988212417662574, 77.6664212946678), (12.990722319831095, 77.6622478980492), (12.988242552908831, 77.65798963408243), (12.983253043349839, 77.6579046425219), (12.98074306770336, 77.66207777042752)]",4.396798143851507,12.999999999999996,0.2721194675199593,0.1561,Low,0.06604800188690708,0.8793596287703014
8861892737fffff,12.913759959999998,77.6665459,12.910850636596502,77.66931701276107,5,5,0.132,0.44000000000000006,0.0,NO PARKING,MOTOR CYCLE,Bellandur,0,Haralur Road,tertiary,0.03333333333333333,"[(12.908338348284497, 77.67348960092363), (12.913328827594635, 77.67357483890184), (12.915840982899994, 77.66940217992729), (12.91336273181828, 77.66514455151588), (12.908372485503635, 77.6650594579936), (12.905860257272932, 77.66923184843256)]",4.392343387470999,11.000000000000002,0.18659921842066285,0.2089,Low,0.06598198251950675,0.8784686774941998
8861892c55fffff,13.02889858,77.66404976,13.03063795345367,77.66292852194958,5,5,0.11439999999999999,0.38,0.0,NO PARKING,SCOOTER,Banaswadi,5,Horamavu Main Road,secondary,0.03333333333333333,"[(13.028129121158127, 77.66710248536323), (13.033118553335196, 77.66718764697227), (13.035627251738303, 77.6630136126985), (13.033146591736372, 77.65875468560775), (13.028157392522198, 77.6586696685494), (13.02564862034477, 77.66284343403686)]",4.2978770301624145,11.000000000000004,0.19660322285296258,0.2321,Medium,0.0645819936946601,0.859575406032483
8861892e8bfffff,12.9814085,77.62851222,12.985851522297358,77.62844283689921,5,5,0.34093999999999997,0.6,0.6,NO PARKING,CAR,Halasur,4,Thamarai Kannan Road,residential,0.03333333333333333,"[(12.983342501642833, 77.63261486204793), (12.988331311673026, 77.63269942022819), (12.990840198592991, 77.62852732427739), (12.988360349187925, 77.62427093908599), (12.983371772502585, 77.62418652531942), (12.98086281187522, 77.62835835233632)]",4.198016241299303,12.0,0.24500550549036743,0.1703,Low,0.183102059542102,0.8396032482598607
8860145123fffff,12.909877119999999,77.51340067999999,12.911447776219905,77.50928648340518,5,5,0.1568,0.36,0.0,NO PARKING,SCOOTER,Kengeri,5,Kenchenahalli Main Road,secondary,0.03333333333333333,"[(12.908940298814521, 77.51345287921491), (12.913926336807508, 77.5135353765017), (12.916433680452533, 77.50936891005448), (12.913955060115338, 77.50512021590356), (12.908969256715503, 77.50503786263056), (12.906461839057599, 77.50920405950049)]",4.19457076566125,9.999999999999995,0.16315914130226958,0.2334,Medium,0.06305099768762829,0.8389141531322499
8860145867fffff,13.0103165375,77.5322476125,13.008605353931049,77.53194153892952,8,8,0.79025,0.8875,0.5,NO PARKING,PRIVATE BUS,Rajajinagar,5,Nandini Layout Road,residential,0.05333333333333334,"[(13.006099856170065, 77.53611013065978), (13.011085823569106, 77.53619304191544), (13.013591186982596, 77.53202437947819), (13.011110657509048, 77.52777307539209), (13.006124924398854, 77.52769030830416), (13.003619486471214, 77.53185870114037)]",6.46600928074246,18.125000000000004,0.4151549534626277,0.2337,Medium,0.19724619857219997,0.8082511600928075
8861892627fffff,12.8695964,77.65979008,12.865972024598275,77.66012211749144,5,4,0.574,0.8400000000000001,0.0,NO PARKING,CAR,Electronic City,20,Doddanagamangala Road,tertiary,0.03333333333333333,"[(12.863458793622346, 77.66429374385932), (12.868449334041747, 77.66437881187005), (12.87096243228941, 77.66020711472075), (12.868485062800193, 77.65595061808416), (12.863494755503062, 77.65586569446205), (12.860981584570627, 77.66003712309366)]",3.996937354988398,9.999999999999998,0.16679439407816327,0.2501,High,0.06012207596098115,0.7993874709976796
88601459e7fffff,13.060733266666666,77.50646653333332,13.0610319085864,77.50334146583478,6,6,0.26699999999999996,0.5499999999999999,0.16666666666666666,NO PARKING,SCOOTER,Chikkabanavara,5,60 feet road,tertiary,0.04,"[(13.058528713715841, 77.50750965424356), (13.06351349546525, 77.5075920898428), (13.066016555482511, 77.50342383073443), (13.063534908808156, 77.49917340591031), (13.058550361587715, 77.49909111444828), (13.056047226510552, 77.50325910367899)]",4.7455626450116,10.833333333333334,0.1688023699086719,0.2219,Medium,0.10472753035647492,0.7909271075019334
8861892c31fffff,13.059222824999999,77.6487908375,13.060626181030175,77.64657318572792,8,8,0.27325,0.725,0.0,NO PARKING,CAR,Hennuru,2,Hennur Bagalur Road,primary,0.05333333333333334,"[(13.05811866134356, 77.65074692402422), (13.06310741725415, 77.65083181353053), (13.065614802758143, 77.64665800437808), (13.063133506435634, 77.64239957467089), (13.058144983626443, 77.64231482969835), (13.055637524036097, 77.64648836990499)]",6.245105858468678,12.5,0.17268425254170794,0.2776,Critical,0.09397241591173981,0.7806382323085848
8861892725fffff,12.91582742857143,77.69879279999999,12.91821661876267,77.69895613615914,7,7,0.3717142857142858,0.6714285714285715,0.42857142857142855,WRONG PARKING,SCOOTER,Bellandur,8,Bellanduru-Doddakannelli Road,tertiary,0.04666666666666667,"[(12.915703643729241, 77.70312996586696), (12.920694888214337, 77.7032157139092), (12.92320773032778, 77.69904181335396), (12.920729400727856, 77.69478243311599), (12.91573838893515, 77.69469682961794), (12.913225474047675, 77.69887046181942)]",5.460034802784224,14.285714285714292,0.26925501326338397,0.2428,Medium,0.16787445531618503,0.7800049718263178
8861892ee5fffff,13.00705864,77.65947376,13.0082002485776,77.65832962865112,5,5,0.37239999999999995,0.5599999999999999,0.0,NO PARKING,CAR,Banaswadi,6,3rd A Cross Road,residential,0.03333333333333333,"[(13.005690941173075, 77.66250311074502), (13.010680412825703, 77.66258818731441), (13.013189586476251, 77.6584146343757), (13.010709362126773, 77.65415627365066), (13.00572012350164, 77.65407134159825), (13.003210876196201, 77.65824462575966)]",3.8986426914153123,10.999999999999998,0.21881253629712533,0.1704,Low,0.058665351742274816,0.7797285382830624
8860145a5bfffff,12.907741780108427,77.5329100484292,12.911360030421843,77.53453534140478,11,11,0.16543636363636366,0.32727272727272727,0.8181818181818182,PARKING IN A MAIN ROAD,MOPED,K.S. Layout,0,4th Main Road,residential,0.07333333333333333,"[(12.908851793292754, 77.53870271824346), (12.913838534562814, 77.53878564771192), (12.916346638050022, 77.53461820020802), (12.913868074106565, 77.53036809265555), (12.908881567178426, 77.53028530727103), (12.906373389849694, 77.53445248536082)]",8.570549462138793,26.363636363636374,0.7040836151220629,0.1961,Low,0.2926043343646294,0.7791408601944357
886189264dfffff,12.821023850000001,77.68699626666667,12.820941855246172,77.6846413067098,12,12,0.45283333333333325,0.5416666666666666,1.0,PARKING IN A MAIN ROAD,CAR,Electronic City,3,Huskur Main Road,secondary,0.08,"[(12.818426673988764, 77.68881326927442), (12.823418201386284, 77.68889874495719), (12.825933250354174, 77.68472671160528), (12.823456844136466, 77.68046947085494), (12.818465549649096, 77.680384139586), (12.815950428467001, 77.6845559046593)]",9.241226798143854,20.833333333333336,0.40125136417119767,0.2958,Critical,0.3390849052493745,0.7701022331786546
8860145a47fffff,12.9361488,77.55692955714287,12.933727146833665,77.55595604907661,7,7,0.23685714285714285,0.5714285714285714,0.0,WRONG PARKING,SCOOTER,Basavanagudi,5,80 Feet Road,secondary,0.04666666666666667,"[(12.931218877851954, 77.56012456061592), (12.936206055535504, 77.56020786288062), (12.938714190815666, 77.5560392806423), (12.936235222257539, 77.55178766545966), (12.931248278684654, 77.55170450735928), (12.928740069557067, 77.55587282028306)]",5.354980112694731,13.571428571428575,0.24847460154863632,0.2522,High,0.08060326197559398,0.7649971589563902
8861892e2dfffff,13.017571166666665,77.70501485,13.01552214132805,77.70484546982513,6,6,0.4719166666666666,0.5833333333333334,0.16666666666666666,NO PARKING,SCOOTER,K.R. Pura,6,Thambuchettypalya Main Road,primary,0.04,"[(13.01301163761193, 77.70902084362781), (13.018002337552124, 77.70910671974838), (13.020512707680236, 77.70493127504719), (13.01803245125425, 77.70067022271563), (13.013041983869268, 77.70058449124667), (13.010531540352744, 77.70475966746342)]",4.5817382057231235,9.999999999999998,0.1478468692889799,0.2899,Critical,0.102299656658631,0.7636230342871873
88601459b3fffff,13.0606965125,77.46135455,13.061136133732203,77.46125840500828,8,8,0.37374999999999997,0.65,0.0,WRONG PARKING,CAR,No Police Station,6,Lakshmipura Main Road,secondary,0.05333333333333334,"[(13.058634211067567, 77.46542495356789), (13.063617819336608, 77.46550666871592), (13.066119606951908, 77.46134004950318), (13.063637861641517, 77.45709198529701), (13.058654488319002, 77.45701041416875), (13.056152625358246, 77.46117676323273)]",6.085266821345708,14.375,0.2394400810716688,0.2683,High,0.09160360576470057,0.7606583526682135
886016962bfffff,13.116228316666666,77.57812121666667,13.113196900462054,77.57580636568113,6,6,0.2606333333333333,0.4666666666666666,0.16666666666666666,NO PARKING,CAR,Yelahanka,22,Oil Mill Road,secondary,0.04,"[(13.110692957239667, 77.57997807728249), (13.115679355090908, 77.58006176827365), (13.118183163426805, 77.5758899858691), (13.115700648827621, 77.5716347819788), (13.110714484739121, 77.57155123537515), (13.108210601484885, 77.5757227482801)]",4.494779582366589,11.666666666666666,0.21631395622223834,0.2488,High,0.10101093224507585,0.7491299303944315
8860145a63fffff,12.948073200000001,77.55601906666666,12.948688178594848,77.55620575209066,6,6,0.2993333333333333,0.6166666666666667,0.0,NO PARKING,SCOOTER,Basavanagudi,22,H N Nanjegowda Road,residential,0.04,"[(12.946180310823461, 77.56037447573412), (12.951167388277335, 77.56045778632317), (12.953675122241501, 77.5562889919736), (12.951195852696241, 77.55203715637984), (12.94620900933858, 77.55195398996977), (12.943701201427796, 77.55612251498029)]",4.414114462490333,12.5,0.24905577814864602,0.1677,Low,0.06648214404718394,0.7356857437483888
8860145a67fffff,12.958867470000001,77.56011798,12.956154432170791,77.56054109968734,10,10,0.46291000000000004,0.64,0.5,PARKING IN A MAIN ROAD,CAR,Chamarajpet,2,4th Main Road,tertiary,0.06666666666666667,"[(12.953646638333923, 77.56471009264664), (12.958633782431932, 77.5647934795003), (12.961141442428557, 77.5606244158267), (12.958662032292526, 77.55637223462924), (12.953675122241501, 77.5562889919736), (12.951167388277335, 77.56045778632317)]",7.346919953596289,20.000000000000004,0.4433644205816131,0.2692,High,0.21065630017326578,0.7346919953596289
886189246bfffff,12.887959293607112,77.64898733390525,12.888480490973505,77.64786236349458,6,6,0.4958333333333333,0.6166666666666667,0.0,WRONG PARKING,CAR,Electronic City,6,Kudlu Road,residential,0.04,"[(12.8859682370394, 77.65203382118646), (12.89095828148664, 77.65211868534416), (12.893470402473493, 77.6479471568738), (12.890992551930685, 77.64369103288865), (12.886002740711303, 77.64360631310693), (12.883490546804607, 77.64777757294014)]",4.3318252126836825,13.333333333333337,0.29095093222775154,0.1898,Low,0.06526261962159399,0.7219708687806138
88618925abfffff,12.955969116666667,77.60359701666667,12.956009182061896,77.60265692369161,6,6,0.21283333333333332,0.45,0.0,NO PARKING,SCOOTER,Ashok Nagar,5,Bannerghatta Road,tertiary,0.04,"[(12.953500120388844, 77.60682754732305), (12.95848843346157, 77.60691165551646), (12.960997361492353, 77.60274096112477), (12.95851805012956, 77.59848642759543), (12.953529970683633, 77.59840246371652), (12.951020968971516, 77.60257288905821)]",4.331303170920341,10.833333333333336,0.186174948297577,0.2165,Low,0.06525488297697676,0.7218838618200568
8861892ce1fffff,13.055526483333333,77.62389328333333,13.053208709972491,77.62536857407567,6,6,0.4185999999999999,0.65,0.16666666666666666,NO PARKING,PASSENGER AUTO,Hennuru,8,Rachenahalli Main Road,tertiary,0.04,"[(13.050701624861095, 77.62954139245794), (13.05568985065938, 77.62962591644745), (13.0581968015418, 77.6254530272355), (13.055715600804179, 77.62119588311137), (13.05072760832556, 77.6211115035902), (13.048220583262673, 77.62528412373057)]",4.330781129156999,10.83333333333333,0.1831146523308312,0.2371,Medium,0.09858047966569286,0.7217968548594998
8861892ecdfffff,12.977776400000002,77.65444215000001,12.978263499684852,77.6578196537938,6,6,0.24266666666666667,0.7333333333333333,0.0,NO PARKING,CAR,Banaswadi,2,Suranjandas Road,primary,0.04,"[(12.975753390495637, 77.66199271086889), (12.98074306770336, 77.66207777042752), (12.983253043349839, 77.6579046425219), (12.980773415243547, 77.65364672379191), (12.975783971092893, 77.65356180872078), (12.973273921989216, 77.65773466789794)]",4.330085073472545,10.000000000000002,0.15936117359692756,0.267,High,0.06523683080620322,0.7216808455787574
886189243dfffff,12.90283605,77.625092975,12.903549961014328,77.62283628749285,8,8,0.23895,0.5375,0.125,WRONG PARKING,CAR,Madiwala,5,Deverachikkanahalli Main Road,tertiary,0.05333333333333334,"[(12.901038865390987, 77.62700698209287), (12.906028111591015, 77.62709142163045), (12.908539074041682, 77.62292065627224), (12.906060863481166, 77.61866572020912), (12.901071850747789, 77.61858142499266), (12.898560815106073, 77.62275192152396)]",5.685085556844548,15.0,0.2933047977572446,0.2317,Medium,0.11067293039860684,0.7106356946055685
8861892663fffff,12.841206975,77.67619851666667,12.843459143099503,77.67238176560359,12,12,0.4873333333333334,0.5083333333333333,0.6666666666666666,PARKING IN A MAIN ROAD,MOTOR CYCLE,Electronic City,6,unknown,tertiary,0.08,"[(12.840944936348507, 77.67655356026239), (12.845935971085126, 77.67663883211482), (12.8484500453271, 77.67246696667166), (12.845973157279754, 77.66821009777998), (12.840982355559513, 77.66812497032878), (12.83846820886797, 77.67229656737376)]",8.468619489559165,21.25,0.43876587905856806,0.2755,High,0.260968219456003,0.7057182907965971
